query_id,warehouse_name,user_name,role_name,start_time,end_time,total_elapsed_ms,bytes_scanned,rows_produced,query_text
Q06-043,WH_CORE,chloe,ANALYST,2024-01-07T05:03:00,2024-01-07T05:03:00.797000,797,4174420,2924,create temporary table stage_6 as select * from raw_events
Q06-044,WH_FINOPS,frank,SYSADMIN,2024-01-07T10:12:00,2024-01-07T10:12:02.181000,2181,2927016,264,create temporary table stage_6 as select * from raw_events
Q06-045,WH_SCIENCE,frank,FINOPS,2024-01-07T18:46:00,2024-01-07T18:46:02.096000,2096,1599226,3795,select count(*) from sales where order_date >= '2024-01-07'
Q06-046,WH_ANALYTICS,ava,SYSADMIN,2024-01-07T02:06:00,2024-01-07T02:06:01.870000,1870,2203037,1633,create temporary table stage_6 as select * from raw_events
Q06-047,WH_INGEST,frank,TEMP_ROLE,2024-01-07T22:00:00,2024-01-07T22:00:00.738000,738,4352289,624,select count(*) from sales where order_date >= '2024-01-07'
Q06-048,WH_CORE,frank,ANALYST,2024-01-07T15:08:00,2024-01-07T15:08:01.105000,1105,1553145,2726,select count(*) from sales where order_date >= '2024-01-07'
Q06-049,WH_CORE,ava,SECURITY,2024-01-07T05:44:00,2024-01-07T05:44:03.598000,3598,6636978,4074,select count(*) from sales where order_date >= '2024-01-07'
Q06-050,WH_SCIENCE,diego,TEMP_ROLE,2024-01-07T05:53:00,2024-01-07T05:53:02.949000,2949,3612338,1543,"select region, sum(revenue) from revenue group by 1"
Q06-051,WH_INGEST,ben,SECURITY,2024-01-07T01:10:00,2024-01-07T01:10:02.063000,2063,4961043,4096,create temporary table stage_6 as select * from raw_events
Q06-052,WH_FINOPS,ava,SECURITY,2024-01-07T02:59:00,2024-01-07T02:59:02.341000,2341,6435930,1134,create temporary table stage_6 as select * from raw_events
Q06-053,WH_ANALYTICS,ellen,TEMP_ROLE,2024-01-07T08:30:00,2024-01-07T08:30:00.209000,209,6427252,2951,create temporary table stage_6 as select * from raw_events
Q06-054,WH_FINOPS,chloe,SECURITY,2024-01-07T19:18:00,2024-01-07T19:18:04.165000,4165,5405626,3191,"select region, sum(revenue) from revenue group by 1"
Q06-055,WH_ANALYTICS,chloe,SYSADMIN,2024-01-07T20:22:00,2024-01-07T20:22:01.844000,1844,501630,2311,select count(*) from sales where order_date >= '2024-01-07'
Q06-056,WH_SCIENCE,chloe,FINOPS,2024-01-07T19:56:00,2024-01-07T19:56:01.956000,1956,2688059,830,select * from sessions where user_id = 'chloe' limit 100
Q06-057,WH_ANALYTICS,ellen,DATA_ENGINEER,2024-01-07T01:54:00,2024-01-07T01:54:01.847000,1847,6526648,2916,select * from sessions where user_id = 'ellen' limit 100
Q06-058,WH_ANALYTICS,ellen,ANALYST,2024-01-07T10:51:00,2024-01-07T10:51:02.989000,2989,483227,2890,select * from inventory where updated_at >= '2024-01-07'
Q06-059,WH_FINOPS,ellen,ANALYST,2024-01-07T06:25:00,2024-01-07T06:25:04.082000,4082,5195050,1448,create temporary table stage_6 as select * from raw_events
Q07-000,WH_CORE,ava,SYSADMIN,2024-01-08T07:56:00,2024-01-08T07:56:01.842000,1842,344336,4322,create temporary table stage_7 as select * from raw_events
Q07-001,WH_CORE,ellen,DATA_ENGINEER,2024-01-08T06:52:00,2024-01-08T06:52:01.118000,1118,5726988,1463,"select region, sum(revenue) from revenue group by 1"
Q07-002,WH_CORE,ben,SYSADMIN,2024-01-08T20:01:00,2024-01-08T20:01:01.210000,1210,1870938,4321,"select region, sum(revenue) from revenue group by 1"
Q07-003,WH_CORE,frank,DATA_ENGINEER,2024-01-08T22:36:00,2024-01-08T22:36:03.290000,3290,1705038,2767,"select region, sum(revenue) from revenue group by 1"
Q07-004,WH_INGEST,ben,ANALYST,2024-01-08T14:54:00,2024-01-08T14:54:04.041000,4041,5333132,1437,select * from inventory where updated_at >= '2024-01-08'
Q07-005,WH_FINOPS,ben,DATA_ENGINEER,2024-01-08T22:43:00,2024-01-08T22:43:01.486000,1486,6358231,2523,"select region, sum(revenue) from revenue group by 1"
Q07-006,WH_ANALYTICS,frank,ANALYST,2024-01-08T00:03:00,2024-01-08T00:03:03.257000,3257,553292,1501,select * from inventory where updated_at >= '2024-01-08'
Q07-007,WH_INGEST,ben,FINOPS,2024-01-08T21:49:00,2024-01-08T21:49:00.902000,902,8334603,1162,"select region, sum(revenue) from revenue group by 1"
Q07-008,WH_CORE,chloe,ANALYST,2024-01-08T10:54:00,2024-01-08T10:54:01.425000,1425,1498575,2760,create temporary table stage_7 as select * from raw_events
Q07-009,WH_CORE,ben,DATA_ENGINEER,2024-01-08T08:31:00,2024-01-08T08:31:00.605000,605,5890098,2112,select count(*) from sales where order_date >= '2024-01-08'
Q07-010,WH_CORE,diego,SYSADMIN,2024-01-08T14:57:00,2024-01-08T14:57:03.487000,3487,2800695,3401,create temporary table stage_7 as select * from raw_events
Q07-011,WH_SCIENCE,ellen,DATA_ENGINEER,2024-01-08T12:48:00,2024-01-08T12:48:00.880000,880,8054494,4745,select * from sessions where user_id = 'ellen' limit 100
Q07-012,WH_ANALYTICS,ava,SECURITY,2024-01-08T01:08:00,2024-01-08T01:08:02.465000,2465,346852,2620,"select region, sum(revenue) from revenue group by 1"
Q07-013,WH_CORE,chloe,SYSADMIN,2024-01-08T05:48:00,2024-01-08T05:48:03.125000,3125,2709529,624,select * from inventory where updated_at >= '2024-01-08'
Q07-014,WH_CORE,ellen,DATA_ENGINEER,2024-01-08T20:56:00,2024-01-08T20:56:04.004000,4004,529979,3543,select * from sessions where user_id = 'ellen' limit 100
Q07-015,WH_FINOPS,ben,SECURITY,2024-01-08T01:49:00,2024-01-08T01:49:00.879000,879,5564845,1693,select * from sessions where user_id = 'ben' limit 100
Q07-016,WH_SCIENCE,ellen,TEMP_ROLE,2024-01-08T18:26:00,2024-01-08T18:26:02.223000,2223,4733173,2446,select * from sessions where user_id = 'ellen' limit 100
Q07-017,WH_CORE,diego,SYSADMIN,2024-01-08T19:30:00,2024-01-08T19:30:04.071000,4071,2586811,456,"select region, sum(revenue) from revenue group by 1"
Q07-018,WH_CORE,ava,SECURITY,2024-01-08T10:03:00,2024-01-08T10:03:03.984000,3984,3359987,804,select count(*) from sales where order_date >= '2024-01-08'
Q07-019,WH_ANALYTICS,frank,ANALYST,2024-01-08T09:57:00,2024-01-08T09:57:00.721000,721,7955197,956,"select region, sum(revenue) from revenue group by 1"
Q07-020,WH_SCIENCE,diego,SECURITY,2024-01-08T22:33:00,2024-01-08T22:33:02.220000,2220,1539023,4467,create temporary table stage_7 as select * from raw_events
Q07-021,WH_ANALYTICS,diego,DATA_ENGINEER,2024-01-08T12:36:00,2024-01-08T12:36:01.578000,1578,7488868,375,"select region, sum(revenue) from revenue group by 1"
Q07-022,WH_SCIENCE,chloe,SECURITY,2024-01-08T07:43:00,2024-01-08T07:43:02.250000,2250,1044137,1248,select count(*) from sales where order_date >= '2024-01-08'
Q07-023,WH_CORE,chloe,TEMP_ROLE,2024-01-08T18:28:00,2024-01-08T18:28:03.441000,3441,3827030,4545,select count(*) from sales where order_date >= '2024-01-08'
Q07-024,WH_SCIENCE,diego,FINOPS,2024-01-08T18:16:00,2024-01-08T18:16:03.939000,3939,3963417,3911,"select region, sum(revenue) from revenue group by 1"
Q07-025,WH_CORE,frank,SECURITY,2024-01-08T01:11:00,2024-01-08T01:11:04.163000,4163,8680757,4691,select * from inventory where updated_at >= '2024-01-08'
Q07-026,WH_ANALYTICS,diego,SYSADMIN,2024-01-08T05:54:00,2024-01-08T05:54:01.419000,1419,3564926,1588,select * from sessions where user_id = 'diego' limit 100
Q07-027,WH_CORE,ava,SECURITY,2024-01-08T23:19:00,2024-01-08T23:19:03.616000,3616,3397643,1221,select * from inventory where updated_at >= '2024-01-08'
Q07-028,WH_INGEST,frank,DATA_ENGINEER,2024-01-08T02:17:00,2024-01-08T02:17:00.762000,762,6521223,4567,create temporary table stage_7 as select * from raw_events
Q07-029,WH_FINOPS,chloe,DATA_ENGINEER,2024-01-08T17:44:00,2024-01-08T17:44:03.803000,3803,217430,4823,select * from inventory where updated_at >= '2024-01-08'
Q07-030,WH_SCIENCE,diego,SYSADMIN,2024-01-08T05:06:00,2024-01-08T05:06:01.264000,1264,1691144,875,select * from inventory where updated_at >= '2024-01-08'
Q07-031,WH_CORE,ellen,DATA_ENGINEER,2024-01-08T11:44:00,2024-01-08T11:44:03.416000,3416,4441477,3147,create temporary table stage_7 as select * from raw_events
Q07-032,WH_FINOPS,diego,FINOPS,2024-01-08T01:16:00,2024-01-08T01:16:01.460000,1460,4630682,3311,select * from sessions where user_id = 'diego' limit 100
Q07-033,WH_FINOPS,frank,FINOPS,2024-01-08T23:40:00,2024-01-08T23:40:03.340000,3340,660662,3252,"select region, sum(revenue) from revenue group by 1"
Q07-034,WH_ANALYTICS,frank,SYSADMIN,2024-01-08T16:13:00,2024-01-08T16:13:02.250000,2250,6258518,175,"select region, sum(revenue) from revenue group by 1"
Q07-035,WH_INGEST,chloe,DATA_ENGINEER,2024-01-08T16:46:00,2024-01-08T16:46:00.854000,854,3834490,1110,"select region, sum(revenue) from revenue group by 1"
Q07-036,WH_SCIENCE,chloe,DATA_ENGINEER,2024-01-08T14:13:00,2024-01-08T14:13:00.781000,781,3163037,3628,select * from sessions where user_id = 'chloe' limit 100
Q07-037,WH_SCIENCE,diego,TEMP_ROLE,2024-01-08T17:37:00,2024-01-08T17:37:03.113000,3113,952977,4231,select * from sessions where user_id = 'diego' limit 100
Q07-038,WH_CORE,frank,DATA_ENGINEER,2024-01-08T17:17:00,2024-01-08T17:17:03.354000,3354,2285826,4304,select * from inventory where updated_at >= '2024-01-08'
Q07-039,WH_CORE,ben,ANALYST,2024-01-08T06:51:00,2024-01-08T06:51:00.522000,522,4195752,280,create temporary table stage_7 as select * from raw_events
Q07-040,WH_CORE,frank,DATA_ENGINEER,2024-01-08T06:47:00,2024-01-08T06:47:02.294000,2294,6189919,3812,select * from inventory where updated_at >= '2024-01-08'
Q07-041,WH_SCIENCE,ava,TEMP_ROLE,2024-01-08T23:15:00,2024-01-08T23:15:00.300000,300,4069047,3061,create temporary table stage_7 as select * from raw_events
Q07-042,WH_FINOPS,ben,SECURITY,2024-01-08T16:11:00,2024-01-08T16:11:02.915000,2915,5785539,1349,"select region, sum(revenue) from revenue group by 1"
Q07-043,WH_CORE,ava,DATA_ENGINEER,2024-01-08T13:11:00,2024-01-08T13:11:00.456000,456,2743132,4697,select * from sessions where user_id = 'ava' limit 100
Q07-044,WH_ANALYTICS,ben,TEMP_ROLE,2024-01-08T23:07:00,2024-01-08T23:07:01.743000,1743,4524473,3364,select * from inventory where updated_at >= '2024-01-08'
Q07-045,WH_CORE,ava,TEMP_ROLE,2024-01-08T16:10:00,2024-01-08T16:10:01.133000,1133,2915824,4934,select count(*) from sales where order_date >= '2024-01-08'
Q07-046,WH_ANALYTICS,ellen,DATA_ENGINEER,2024-01-08T10:25:00,2024-01-08T10:25:02.305000,2305,7120298,3094,"select region, sum(revenue) from revenue group by 1"
Q07-047,WH_SCIENCE,ben,DATA_ENGINEER,2024-01-08T15:55:00,2024-01-08T15:55:02.525000,2525,8744854,3263,select * from inventory where updated_at >= '2024-01-08'
Q07-048,WH_CORE,ellen,SYSADMIN,2024-01-08T22:36:00,2024-01-08T22:36:03.115000,3115,4752531,2455,select count(*) from sales where order_date >= '2024-01-08'
Q07-049,WH_SCIENCE,chloe,SYSADMIN,2024-01-08T09:26:00,2024-01-08T09:26:02.713000,2713,4655358,2149,"select region, sum(revenue) from revenue group by 1"
Q07-050,WH_ANALYTICS,ellen,ANALYST,2024-01-08T08:12:00,2024-01-08T08:12:00.515000,515,6789646,2628,select * from sessions where user_id = 'ellen' limit 100
Q07-051,WH_CORE,diego,TEMP_ROLE,2024-01-08T10:05:00,2024-01-08T10:05:02.175000,2175,7032366,3324,create temporary table stage_7 as select * from raw_events
Q07-052,WH_CORE,frank,FINOPS,2024-01-08T19:31:00,2024-01-08T19:31:01.605000,1605,5767387,1831,select * from inventory where updated_at >= '2024-01-08'
Q07-053,WH_SCIENCE,chloe,TEMP_ROLE,2024-01-08T17:18:00,2024-01-08T17:18:02.509000,2509,2861902,4583,select * from sessions where user_id = 'chloe' limit 100
Q07-054,WH_INGEST,diego,SYSADMIN,2024-01-08T04:22:00,2024-01-08T04:22:02.168000,2168,3081377,2759,select count(*) from sales where order_date >= '2024-01-08'
Q07-055,WH_ANALYTICS,ben,DATA_ENGINEER,2024-01-08T10:28:00,2024-01-08T10:28:03.494000,3494,5568579,3054,"select region, sum(revenue) from revenue group by 1"
Q07-056,WH_FINOPS,diego,DATA_ENGINEER,2024-01-08T04:01:00,2024-01-08T04:01:03.904000,3904,910549,4790,select * from inventory where updated_at >= '2024-01-08'
Q07-057,WH_FINOPS,diego,SYSADMIN,2024-01-08T06:38:00,2024-01-08T06:38:04.149000,4149,2020177,3136,select * from inventory where updated_at >= '2024-01-08'
Q07-058,WH_INGEST,ava,SECURITY,2024-01-08T05:08:00,2024-01-08T05:08:01.175000,1175,3370419,2817,create temporary table stage_7 as select * from raw_events
Q07-059,WH_FINOPS,ben,SECURITY,2024-01-08T10:47:00,2024-01-08T10:47:01.527000,1527,1365791,4004,"select region, sum(revenue) from revenue group by 1"
Q08-000,WH_ANALYTICS,frank,DATA_ENGINEER,2024-01-09T01:58:00,2024-01-09T01:58:00.088000,88,7594194,2250,select * from sessions where user_id = 'frank' limit 100
Q08-001,WH_ANALYTICS,ben,FINOPS,2024-01-09T16:42:00,2024-01-09T16:42:00.771000,771,2181071,3562,create temporary table stage_8 as select * from raw_events
Q08-002,WH_SCIENCE,diego,SECURITY,2024-01-09T13:05:00,2024-01-09T13:05:00.088000,88,642925,4382,select * from sessions where user_id = 'diego' limit 100
Q08-003,WH_INGEST,chloe,SYSADMIN,2024-01-09T18:07:00,2024-01-09T18:07:01.611000,1611,310582,43,select * from sessions where user_id = 'chloe' limit 100
Q08-004,WH_ANALYTICS,chloe,TEMP_ROLE,2024-01-09T10:39:00,2024-01-09T10:39:01.106000,1106,1733158,3152,select * from inventory where updated_at >= '2024-01-09'
Q08-005,WH_FINOPS,ben,DATA_ENGINEER,2024-01-09T02:13:00,2024-01-09T02:13:00.424000,424,5013003,2392,create temporary table stage_8 as select * from raw_events
Q08-006,WH_FINOPS,ellen,FINOPS,2024-01-09T11:31:00,2024-01-09T11:31:03.602000,3602,2254614,2817,create temporary table stage_8 as select * from raw_events
Q08-007,WH_INGEST,ben,ANALYST,2024-01-09T13:46:00,2024-01-09T13:46:00.206000,206,3842222,1847,select * from sessions where user_id = 'ben' limit 100
Q08-008,WH_ANALYTICS,ava,TEMP_ROLE,2024-01-09T20:07:00,2024-01-09T20:07:04.183000,4183,2845093,1018,"select region, sum(revenue) from revenue group by 1"
Q08-009,WH_CORE,frank,SECURITY,2024-01-09T08:43:00,2024-01-09T08:43:04.430000,4430,825153,4875,select count(*) from sales where order_date >= '2024-01-09'
Q08-010,WH_CORE,ava,TEMP_ROLE,2024-01-09T01:38:00,2024-01-09T01:38:00.998000,998,7002333,3649,create temporary table stage_8 as select * from raw_events
Q08-011,WH_CORE,chloe,FINOPS,2024-01-09T16:11:00,2024-01-09T16:11:01.304000,1304,3457632,86,"select region, sum(revenue) from revenue group by 1"
Q08-012,WH_SCIENCE,ava,TEMP_ROLE,2024-01-09T22:36:00,2024-01-09T22:36:04.312000,4312,4539464,4971,select * from sessions where user_id = 'ava' limit 100
Q08-013,WH_SCIENCE,ellen,SYSADMIN,2024-01-09T21:05:00,2024-01-09T21:05:01.014000,1014,4753032,943,select count(*) from sales where order_date >= '2024-01-09'
Q08-014,WH_SCIENCE,ellen,ANALYST,2024-01-09T06:49:00,2024-01-09T06:49:02.204000,2204,8786935,1662,"select region, sum(revenue) from revenue group by 1"
Q08-015,WH_SCIENCE,ben,DATA_ENGINEER,2024-01-09T01:20:00,2024-01-09T01:20:04.116000,4116,3494526,3947,"select region, sum(revenue) from revenue group by 1"
Q08-016,WH_ANALYTICS,ava,SYSADMIN,2024-01-09T22:55:00,2024-01-09T22:55:00.779000,779,1862723,4713,create temporary table stage_8 as select * from raw_events
Q08-017,WH_ANALYTICS,ellen,SYSADMIN,2024-01-09T02:33:00,2024-01-09T02:33:00.879000,879,4303157,1903,create temporary table stage_8 as select * from raw_events
Q08-018,WH_INGEST,diego,DATA_ENGINEER,2024-01-09T01:42:00,2024-01-09T01:42:00.867000,867,2941009,333,"select region, sum(revenue) from revenue group by 1"
Q08-019,WH_INGEST,chloe,TEMP_ROLE,2024-01-09T14:32:00,2024-01-09T14:32:00.999000,999,1603809,385,select count(*) from sales where order_date >= '2024-01-09'
Q08-020,WH_ANALYTICS,frank,TEMP_ROLE,2024-01-09T05:49:00,2024-01-09T05:49:02.742000,2742,6008314,3595,select * from inventory where updated_at >= '2024-01-09'
Q08-021,WH_INGEST,ava,TEMP_ROLE,2024-01-09T12:43:00,2024-01-09T12:43:02.857000,2857,3078039,942,create temporary table stage_8 as select * from raw_events
Q08-022,WH_SCIENCE,chloe,SECURITY,2024-01-09T13:09:00,2024-01-09T13:09:03.967000,3967,7085620,1376,select count(*) from sales where order_date >= '2024-01-09'
Q08-023,WH_ANALYTICS,frank,TEMP_ROLE,2024-01-09T02:00:00,2024-01-09T02:00:01.355000,1355,1750017,3418,select * from inventory where updated_at >= '2024-01-09'
Q08-024,WH_SCIENCE,frank,FINOPS,2024-01-09T14:57:00,2024-01-09T14:57:01.534000,1534,6381160,2947,select * from inventory where updated_at >= '2024-01-09'
Q08-025,WH_CORE,frank,TEMP_ROLE,2024-01-09T04:27:00,2024-01-09T04:27:04.007000,4007,8199341,935,create temporary table stage_8 as select * from raw_events
Q08-026,WH_SCIENCE,ava,SYSADMIN,2024-01-09T08:55:00,2024-01-09T08:55:02.624000,2624,217369,4309,select * from inventory where updated_at >= '2024-01-09'
Q08-027,WH_FINOPS,frank,ANALYST,2024-01-09T11:32:00,2024-01-09T11:32:04.302000,4302,8786214,790,create temporary table stage_8 as select * from raw_events
Q08-028,WH_ANALYTICS,chloe,SECURITY,2024-01-09T22:39:00,2024-01-09T22:39:03.202000,3202,2504007,4583,select * from inventory where updated_at >= '2024-01-09'
Q08-029,WH_CORE,frank,SYSADMIN,2024-01-09T05:21:00,2024-01-09T05:21:04.191000,4191,7883361,4071,select * from sessions where user_id = 'frank' limit 100
Q08-030,WH_CORE,chloe,SECURITY,2024-01-09T08:13:00,2024-01-09T08:13:02.760000,2760,4676702,422,select * from inventory where updated_at >= '2024-01-09'
Q08-031,WH_ANALYTICS,frank,FINOPS,2024-01-09T12:55:00,2024-01-09T12:55:03.353000,3353,3952645,655,create temporary table stage_8 as select * from raw_events
Q08-032,WH_SCIENCE,diego,FINOPS,2024-01-09T03:00:00,2024-01-09T03:00:04.133000,4133,7510558,2599,select count(*) from sales where order_date >= '2024-01-09'
Q08-033,WH_SCIENCE,frank,TEMP_ROLE,2024-01-09T00:36:00,2024-01-09T00:36:00.890000,890,6778594,3387,select count(*) from sales where order_date >= '2024-01-09'
Q08-034,WH_FINOPS,ava,FINOPS,2024-01-09T03:06:00,2024-01-09T03:06:02.545000,2545,8538492,4616,select * from sessions where user_id = 'ava' limit 100
Q08-035,WH_SCIENCE,chloe,DATA_ENGINEER,2024-01-09T01:51:00,2024-01-09T01:51:01.876000,1876,7634573,2729,select * from inventory where updated_at >= '2024-01-09'
Q08-036,WH_FINOPS,diego,FINOPS,2024-01-09T22:25:00,2024-01-09T22:25:03.026000,3026,7602234,944,select count(*) from sales where order_date >= '2024-01-09'
Q08-037,WH_ANALYTICS,chloe,SYSADMIN,2024-01-09T12:07:00,2024-01-09T12:07:02.441000,2441,8767456,3072,select count(*) from sales where order_date >= '2024-01-09'
Q08-038,WH_CORE,diego,ANALYST,2024-01-09T04:47:00,2024-01-09T04:47:03.402000,3402,1804516,2093,select * from inventory where updated_at >= '2024-01-09'
Q08-039,WH_ANALYTICS,ava,ANALYST,2024-01-09T13:24:00,2024-01-09T13:24:01.816000,1816,7677959,1571,"select region, sum(revenue) from revenue group by 1"
Q08-040,WH_CORE,ava,SECURITY,2024-01-09T21:36:00,2024-01-09T21:36:01.059000,1059,7568212,3756,select * from inventory where updated_at >= '2024-01-09'
Q08-041,WH_FINOPS,diego,ANALYST,2024-01-09T00:08:00,2024-01-09T00:08:04.394000,4394,824896,4542,create temporary table stage_8 as select * from raw_events
Q08-042,WH_FINOPS,ellen,SECURITY,2024-01-09T06:02:00,2024-01-09T06:02:01.472000,1472,2163888,858,create temporary table stage_8 as select * from raw_events
Q08-043,WH_FINOPS,chloe,FINOPS,2024-01-09T17:12:00,2024-01-09T17:12:03.201000,3201,7034028,4998,select * from sessions where user_id = 'chloe' limit 100
Q08-044,WH_INGEST,chloe,SECURITY,2024-01-09T10:02:00,2024-01-09T10:02:03.759000,3759,2247608,1141,create temporary table stage_8 as select * from raw_events
Q08-045,WH_FINOPS,frank,TEMP_ROLE,2024-01-09T17:29:00,2024-01-09T17:29:02.498000,2498,5276549,4544,select * from sessions where user_id = 'frank' limit 100
Q08-046,WH_ANALYTICS,ellen,ANALYST,2024-01-09T09:55:00,2024-01-09T09:55:02.878000,2878,2235862,1466,select * from inventory where updated_at >= '2024-01-09'
Q08-047,WH_FINOPS,frank,TEMP_ROLE,2024-01-09T11:00:00,2024-01-09T11:00:00.995000,995,5919569,4616,create temporary table stage_8 as select * from raw_events
Q08-048,WH_FINOPS,frank,FINOPS,2024-01-09T14:14:00,2024-01-09T14:14:04.423000,4423,4807075,3470,select count(*) from sales where order_date >= '2024-01-09'
Q08-049,WH_FINOPS,ava,SYSADMIN,2024-01-09T13:00:00,2024-01-09T13:00:01.240000,1240,900282,473,select * from sessions where user_id = 'ava' limit 100
Q08-050,WH_INGEST,chloe,ANALYST,2024-01-09T23:19:00,2024-01-09T23:19:02.102000,2102,2466660,518,"select region, sum(revenue) from revenue group by 1"
Q08-051,WH_ANALYTICS,ava,FINOPS,2024-01-09T12:14:00,2024-01-09T12:14:03.757000,3757,1729329,4612,select * from sessions where user_id = 'ava' limit 100
Q08-052,WH_FINOPS,ben,SECURITY,2024-01-09T17:26:00,2024-01-09T17:26:02.406000,2406,798191,3135,create temporary table stage_8 as select * from raw_events
Q08-053,WH_SCIENCE,chloe,TEMP_ROLE,2024-01-09T18:50:00,2024-01-09T18:50:00.490000,490,227520,2068,select * from sessions where user_id = 'chloe' limit 100
Q08-054,WH_FINOPS,ben,SECURITY,2024-01-09T21:37:00,2024-01-09T21:37:03.062000,3062,3306204,1595,"select region, sum(revenue) from revenue group by 1"
Q08-055,WH_SCIENCE,frank,ANALYST,2024-01-09T02:32:00,2024-01-09T02:32:01.581000,1581,2925798,4219,select count(*) from sales where order_date >= '2024-01-09'
Q08-056,WH_SCIENCE,diego,SYSADMIN,2024-01-09T09:31:00,2024-01-09T09:31:02.214000,2214,2192154,1328,select * from inventory where updated_at >= '2024-01-09'
Q08-057,WH_INGEST,chloe,SYSADMIN,2024-01-09T15:55:00,2024-01-09T15:55:01.318000,1318,680091,1269,"select region, sum(revenue) from revenue group by 1"
Q08-058,WH_FINOPS,frank,SYSADMIN,2024-01-09T21:00:00,2024-01-09T21:00:02.517000,2517,8240079,4701,select * from inventory where updated_at >= '2024-01-09'
Q08-059,WH_INGEST,frank,SYSADMIN,2024-01-09T10:50:00,2024-01-09T10:50:04.354000,4354,3700350,1516,select * from inventory where updated_at >= '2024-01-09'
Q09-000,WH_CORE,ben,FINOPS,2024-01-10T14:11:00,2024-01-10T14:11:04.498000,4498,6778215,763,"select region, sum(revenue) from revenue group by 1"
Q09-001,WH_ANALYTICS,frank,ANALYST,2024-01-10T11:19:00,2024-01-10T11:19:02.762000,2762,6063183,2414,select * from sessions where user_id = 'frank' limit 100
Q09-002,WH_FINOPS,diego,FINOPS,2024-01-10T19:09:00,2024-01-10T19:09:00.122000,122,1934714,2844,create temporary table stage_9 as select * from raw_events
Q09-003,WH_ANALYTICS,ellen,TEMP_ROLE,2024-01-10T21:12:00,2024-01-10T21:12:02.047000,2047,679029,2639,create temporary table stage_9 as select * from raw_events
Q09-004,WH_CORE,chloe,SECURITY,2024-01-10T18:26:00,2024-01-10T18:26:02.366000,2366,424493,4244,"select region, sum(revenue) from revenue group by 1"
Q09-005,WH_FINOPS,diego,FINOPS,2024-01-10T16:36:00,2024-01-10T16:36:00.409000,409,4983336,1587,"select region, sum(revenue) from revenue group by 1"
Q09-006,WH_FINOPS,ava,SYSADMIN,2024-01-10T05:42:00,2024-01-10T05:42:04.457000,4457,8955709,70,select count(*) from sales where order_date >= '2024-01-10'
Q09-007,WH_ANALYTICS,frank,TEMP_ROLE,2024-01-10T07:16:00,2024-01-10T07:16:03.525000,3525,1753602,1694,select * from inventory where updated_at >= '2024-01-10'
Q09-008,WH_SCIENCE,ava,TEMP_ROLE,2024-01-10T23:25:00,2024-01-10T23:25:01.309000,1309,408508,3771,"select region, sum(revenue) from revenue group by 1"
Q09-009,WH_CORE,ava,SYSADMIN,2024-01-10T01:51:00,2024-01-10T01:51:01.508000,1508,4236314,4581,select count(*) from sales where order_date >= '2024-01-10'
Q09-010,WH_FINOPS,chloe,ANALYST,2024-01-10T13:54:00,2024-01-10T13:54:03.228000,3228,7578632,3323,create temporary table stage_9 as select * from raw_events
Q09-011,WH_INGEST,diego,SYSADMIN,2024-01-10T22:58:00,2024-01-10T22:58:01.019000,1019,8983031,58,select * from inventory where updated_at >= '2024-01-10'
Q09-012,WH_CORE,ellen,TEMP_ROLE,2024-01-10T01:33:00,2024-01-10T01:33:00.644000,644,6011212,4129,select count(*) from sales where order_date >= '2024-01-10'
Q09-013,WH_INGEST,chloe,TEMP_ROLE,2024-01-10T20:42:00,2024-01-10T20:42:00.758000,758,4733078,3595,create temporary table stage_9 as select * from raw_events
Q09-014,WH_SCIENCE,ava,TEMP_ROLE,2024-01-10T16:10:00,2024-01-10T16:10:01.330000,1330,8960103,1811,select * from sessions where user_id = 'ava' limit 100
Q09-015,WH_SCIENCE,chloe,FINOPS,2024-01-10T21:38:00,2024-01-10T21:38:01.230000,1230,5010558,3066,select count(*) from sales where order_date >= '2024-01-10'
Q09-016,WH_FINOPS,ben,FINOPS,2024-01-10T04:12:00,2024-01-10T04:12:00.392000,392,94386,4701,select * from inventory where updated_at >= '2024-01-10'
Q09-017,WH_SCIENCE,ellen,FINOPS,2024-01-10T02:54:00,2024-01-10T02:54:02.546000,2546,3534102,2826,select * from sessions where user_id = 'ellen' limit 100
Q09-018,WH_SCIENCE,ellen,TEMP_ROLE,2024-01-10T04:51:00,2024-01-10T04:51:01.368000,1368,3096885,1818,select * from inventory where updated_at >= '2024-01-10'
Q09-019,WH_INGEST,ava,ANALYST,2024-01-10T06:11:00,2024-01-10T06:11:00.495000,495,7748745,4512,select count(*) from sales where order_date >= '2024-01-10'
Q09-020,WH_INGEST,ava,TEMP_ROLE,2024-01-10T08:33:00,2024-01-10T08:33:00.854000,854,3322117,4766,create temporary table stage_9 as select * from raw_events
Q09-021,WH_INGEST,ben,DATA_ENGINEER,2024-01-10T22:54:00,2024-01-10T22:54:01.971000,1971,1688477,2345,select * from inventory where updated_at >= '2024-01-10'
Q09-022,WH_CORE,chloe,ANALYST,2024-01-10T16:35:00,2024-01-10T16:35:03.741000,3741,5518733,2514,select * from inventory where updated_at >= '2024-01-10'
Q09-023,WH_ANALYTICS,ellen,FINOPS,2024-01-10T12:26:00,2024-01-10T12:26:02.641000,2641,7195805,1391,select count(*) from sales where order_date >= '2024-01-10'
Q09-024,WH_INGEST,ben,ANALYST,2024-01-10T21:52:00,2024-01-10T21:52:03.622000,3622,4651917,2954,select * from sessions where user_id = 'ben' limit 100
